web_scraper_order,name_0,Character_Nickname_0,Game_Appeared_In_0,Position_0,Element_0,Kick_Lv50_0,Control_Lv50_0,Intelligence_Lv50_0,Technique_Lv50_0,Pressure_Lv50_0,Physical_Lv50_0,Agility_Lv50_0,Gender_0,Character_Role_0,image_0
"1770575551-3680","Achilles Chinner","Chinner","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/h/dhjlbqhicck.png"
"1770575553-3681","Skeet Blaston","Blaston","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sj4qsvhyvxm.png"
"1770575556-3682","Michael Gibe","Gibe","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/j/yjhydyeqiok.png"
"1770575558-3683","Steve Sancey","Sancey","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/l/pl2twniql9m.png"
"1770575560-3684","Peter Fakhoury","Fakhoury","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/k/jkvmj6xiqd8.png"
"1770575563-3685","Hans Freesing","Freesing","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/m/4mkhofxy9uu.png"
"1770575565-3686","Dan Cawarry","Cawarry","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/t/6tjbgcj04ou.png"
"1770575570-3687","Swithin Sainte","Sainte","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lfs6njfovb8.png"
"1770575572-3688","Langley Span","Span","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/q/rqxpe-wgg7m.png"
"1770575574-3689","Becca Pilgreen","Pilgreen","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/c/acauzbw8nik.png"
"1770575576-3690","Daryl Floor","Floor","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/h/yh1llkk_6te.png"
"1770575579-3691","Vince Tinct","Tinct","Inazuma Eleven 2: Firestorm / Blizzard","GK","Wind","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/v/dveei1cfxes.png"
"1770575581-3692","Mark Izushy","Izushy","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/f/3f7c54bnwhe.png"
"1770575583-3693","Ramona Wriston","Wriston","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/t/gtk9uhnddss.png"
"1770575586-3694","Erica Hogland","Hogland","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/c/mcpihasvoyc.png"
"1770575588-3695","Bigsby Pigford","Pigford","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/q/xqypql0vfb0.png"
"1770575590-3696","Jan Jared","Jared","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/l/vlf1e8mdah0.png"
"1770575592-3697","Alex Copple","Copple","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/j/kjuupda5t0c.png"
"1770575595-3698","Juan Word","Word","Inazuma Eleven 2: Firestorm / Blizzard","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/m/emnh6e1xyus.png"
"1770575597-3699","Zach Putter","Putter","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/k/1k8axhtl1ne.png"
"1770575599-3700","Ian Fantile","Fantile","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmnnngaculk.png"
"1770575602-3701","Lehman Rind","Rind","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/k/qkwsgf8454m.png"
"1770575604-3702","Steve Squander","Squander","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eop0rs_aehk.png"
"1770575606-3703","Hugh Dunnit","Dunnit","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/m/vmyv8tzgz0m.png"
"1770575608-3704","Pearl Wann","Wann","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/j/pj7gvwsogu8.png"
"1770575611-3705","Anne Somnia","Somnia","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/h/-hkbcpksrnu.png"
"1770575613-3706","James Hearson","Hearson","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/a/8andswy-uhu.png"
"1770575615-3707","Tara Gaudier","Gaudier","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/o/no88bp-eds8.png"
"1770575618-3708","Aya Strand","Strand","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/h/thfjs0lm2ym.png"
"1770575620-3709","Beata Pummel","Pummel","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/v/cvuo_lt2bbk.png"
"1770575622-3710","Crystal Clears","Clears","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/2/r/2r7ajlzelqs.png"
"1770575624-3711","Shona Shopbell","Shopbell","Inazuma Eleven 2: Firestorm / Blizzard","GK","Wind","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/d/hdk7o0v-ize.png"
"1770575627-3712","Wiley Blinks","Blinks","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/p/zp1j_5wcvms.png"
"1770575629-3713","Olivia Twist","Twist","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/b/cbecsgwmcve.png"
"1770575631-3714","Ace Slider","Slider","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/u/iun3bbfu310.png"
"1770575634-3715","Mac Robat","Robat","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/g/tgwwskjuagc.png"
"1770575636-3716","Nick Uman","Uman","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/n/rnrkc9x4fac.png"
"1770575638-3717","Harry Keenan","Keenan","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/p/gpgrvcxcyz0.png"
"1770575640-3718","Luke Severin","Severin","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/g/agde8fikhte.png"
"1770575643-3719","Hannibal Whipp","Whipp","Inazuma Eleven 2: Firestorm / Blizzard","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/i/xiy_rgewqgs.png"
"1770575645-3720","Fred Punch","Punch","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgpylhn5lmm.png"
"1770575647-3721","Tony Frogge","Frogge","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uiytmerdm_k.png"
"1770575650-3722","Egon Timing","Timing","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/i/ainlxtohbam.png"
"1770575652-3723","Adelpha Lovelace","Lovelace","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkwq6sobszk.png"
"1770575654-3724","Dale Riverhead","Riverhead","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/l/ll1fpx7tztu.png"
"1770575656-3725","Mason Tirell","Tirell","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6ne-eodp0g8.png"
"1770575659-3726","Chip Spacek","Spacek","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/s/4sdiqxpfxm8.png"
"1770575661-3727","Bruce Barkley","Barkley","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jeydhop_cvu.png"
"1770575663-3728","Luis Springs","Springs","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/r/prr2u1c3p1k.png"
"1770575666-3729","Egon Omercer","Omercer","Inazuma Eleven 2: Firestorm / Blizzard","GK","Wind","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/d/ydgx5k6negm.png"
"1770575668-3730","Chad Jowell","Jowell","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/r/wrvcxdq47tk.png"
"1770575670-3731","Rob Otts","Otts","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/d/nde9682cwgm.png"
"1770575672-3732","Bill Fierce","Fierce","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/p/tphllx1gxfk.png"
"1770575675-3733","Al Stringer","Stringer","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ibqemotacsm.png"
"1770575677-3734","Rock Scowlon","Scowlon","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/u/cuzx1tmspm8.png"
"1770575679-3735","Osier Twining","Twining","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/g/zgcqysaoe_u.png"
"1770575682-3736","Ryan Haywood","Haywood","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/n/xnfm21seb5u.png"
"1770575686-3737","Sherlock Sagers","Sagers","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/p/ap0tbk0-sk8.png"
"1770575689-3738","Tim Personator","Personator","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/g/ggxyixb2zqm.png"
"1770575691-3739","Farris Stickman","Stickman","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/i/rim5lonm0zk.png"
"1770575693-3740","Cale Sticklin","Sticklin","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/_/g/_g90_pufv1e.png"
"1770575695-3741","Tess Masters","Masters","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/i/oimvswi_4gs.png"
"1770575698-3742","Robyn Weaver","Weaver","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/i/6iznjbldf5e.png"
"1770575700-3743","Odessa Ryder","Ryder","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/k/lkcsoktnyks.png"
"1770575702-3744","Polly Targest","Targest","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/r/l/rlhzd5yvhqc.png"
"1770575705-3745","Gertrude Choker","Choker","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/n/anq4wg-vqz0.png"
"1770575707-3746","Odette Musetta","Musetta","Inazuma Eleven 2: Firestorm / Blizzard","GK","Forest","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/s/ysxkefs5vf0.png"
"1770575709-3747","Elegance Stuckon","Stuckon","Inazuma Eleven 2: Firestorm / Blizzard","FW","Mountain","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/e/pemfzgkdcsc.png"
"1770575711-3748","Minnie Stratio","Stratio","Inazuma Eleven 2: Firestorm / Blizzard","GK","Mountain","85","93","94","88","95","103","109","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/r/jrfwg9_l3ms.png"
"1770575714-3749","Kaya Haskell","Haskell","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/4/d/4d0rnczxa_e.png"
"1770575716-3750","Connor Seuer","Seuer","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/9/e9iauhq7bs0.png"
"1770575718-3751","Lewis Brownie","Brownie","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/v/1vthd4mb2fc.png"
"1770575721-3752","Roman Blac","Blac","Inazuma Eleven 2: Firestorm / Blizzard","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/_/b_s5y1pjrg0.png"
"1770575723-3753","Ben Whistler","Whistler","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/x/wxdyfkpz8tc.png"
"1770575725-3754","Paul Steed","Steed","Inazuma Eleven 2: Firestorm / Blizzard","DF","Mountain","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/4/q4-tmxcrjzs.png"
"1770575727-3755","Chris Country","Country","Inazuma Eleven 2: Firestorm / Blizzard","MF","Wind","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/q/hqpmho6rkae.png"
"1770575730-3756","Pete Manter","Manter","Inazuma Eleven 2: Firestorm / Blizzard","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/x/jxiqpxohhge.png"
"1770575732-3757","Alexis Watchorn","Watchorn","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/z/sz5xioo9m1s.png"
"1770575734-3758","Sandra Mudd","Mudd","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/2/y2aext715vc.png"
"1770575737-3759","Beck Hand","Hand","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","111","108","96","98","87","85","80","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/e/derlcsdpum0.png"
"1770575739-3760","Fonda Katz","Katz","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/2/t2wogtug1ku.png"
"1770575741-3761","Jerry Bateman","Bateman","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/e/cebjrsy8y58.png"
"1770575743-3762","Sym Copate","Copate","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/0/o0-rafxe_gu.png"
"1770575746-3763","Sable Tatter","Tatter","Inazuma Eleven 2: Firestorm / Blizzard","FW","Fire","119","113","90","102","85","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/z/5zsfk9isnvm.png"
"1770575748-3764","Orpah Talkington","Talkington","Inazuma Eleven 2: Firestorm / Blizzard","FW","Forest","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ibdkjcewkmk.png"
"1770575750-3765","Emma Barres","Barres","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/6/k6a4nbw6pgk.png"
"1770575753-3766","Adel Tactor","Tactor","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/s/7srzkkwaitm.png"
"1770575755-3767","Bailey Sitter","Sitter","Inazuma Eleven 2: Firestorm / Blizzard","FW","Wind","111","108","96","98","87","85","80","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/9/b9isz5fixz8.png"
"1770575757-3768","Rose Bedd","Bedd","Inazuma Eleven 2: Firestorm / Blizzard","MF","Fire","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/v/qv5n0gjy6au.png"
"1770575759-3769","Ruth Karnes","Karnes","Inazuma Eleven 2: Firestorm / Blizzard","MF","Forest","97","112","100","113","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/9/k92gapjhfv8.png"
"1770575762-3770","Pam Vision","Vision","Inazuma Eleven 2: Firestorm / Blizzard","DF","Wind","82","85","118","83","102","106","87","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/v/vvhn3wv9omu.png"
